pid,draft_year,was_drafted,declared_only,path,bio_pos,bio_height_in,bio_weight_lb,bio_pos_code,bio_age_at_draft,bio_combine_height_in,bio_combine_weight_lb,bio_combine_wingspan_in,bio_combine_reach_in,bio_combine_body_fat_pct,bio_combine_hand_length_in,bio_combine_hand_width_in,bio_combine_vertical_standing_in,bio_combine_vertical_max_in,bio_combine_lane_agility_s,bio_combine_sprint_s,bio_combine_bench_reps,bio_combine_wingspan_minus_height_in,bio_country_usa,col_age,col_gp,col_mpg,col_pts36,col_reb36,col_ast36,col_stl36,col_blk36,col_usg_pct,col_ts_pct,col_efg_pct,col_ast_pct,col_tov_pct,col_orb_pct,col_drb_pct,col_stl_pct,col_blk_pct,col_fg3ar,col_ftar,col_ft_pct,col_fg3_pct,col_fg2_pct,col_ortg,col_drtg,col_adj_ortg,col_adj_drtg,col_impact,col_impact_off,col_impact_def,col_value,col_recruit_score,col_rim_fga_share,col_rim_fg_pct,col_mid_fga_share,col_mid_fg_pct,col_dunks_per40,col_games_missed,col_minutes_share,col_usage_rank_team,col_bpm_rank_team,col_team_strength,col_bpm_pct_class,col_bpm_pct_age,col_usg_pct_age,col_ts_pct_age,col_ast_pct_age,col_stl_pct_age,col_blk_pct_age,col_bpm_pct_role,col_usg_pct_role,col_ast_pct_role,col_stl_pct_role,col_blk_pct_role,col_orb_pct_role,col_ts_pct_role,col_shot_proj_3p,col_fg3a_per40,col_gl_team_rank,col_gl_share_20min,col_gl_late_minus_early_pts40,col_gl_late_minus_early_ts,col_gl_late_minus_early_mpg,col_gl_top50_games,col_gl_top50_pts40,col_gl_top50_ts,col_gl_top50_gap_pts40,col_gl_top50_gap_ts,col_gl_mean_opp_rank,col_gl_ncaa_games,col_gl_ncaa_pts40,col_gl_ncaa_ts,col_gl_game_score_sd,col_gl_game_score_cv,col_gl_best5_game_score,col_gl_worst5_game_score,col_lu_on_off_net,col_lu_on_net,col_lu_rapm,col_lu_orapm,col_lu_drapm,col_lu_poss_on,col_lu_reliable,col_hm_share_rim,col_hm_fg_rim,col_hm_assisted_rim,col_hm_share_2pt_j,col_hm_fg_2pt_j,col_hm_assisted_2pt_j,col_hm_share_3,col_hm_assisted_3,col_hm_putback_share,col_sc_unassisted_rim,col_sc_unassisted_3,col_sc_self_created,col_pts_pg,col_reb_pg,col_ast_pg,col_stl_pg,col_blk_pg,col_final_season,col_class_index,col_n_seasons,col_minutes_total,col_first_bpm,col_bpm_delta,col_first_usg,col_usg_delta,col_bpm_mean,col_bpm_max,col_final_is_current,col_z_impact,col_z_ts_pct,col_z_usg_pct,col_z_ast_pct,col_z_stl_pct,col_z_blk_pct,col_z_orb_pct,col_z_fg3ar,col_z_pts36,bio_bmi_proxy,intl_age,intl_gp,intl_minutes,intl_mpg,intl_pts36,intl_reb36,intl_ast36,intl_stl36,intl_blk36,intl_usg_pct,intl_ts_pct,intl_efg_pct,intl_ast_pct,intl_tov_pct,intl_orb_pct,intl_drb_pct,intl_fg3ar,intl_ftar,intl_ft_pct,intl_fg3_pct,intl_impact,intl_level,intl_last_level,intl_n_seasons,intl_best_level,intl_youth_pts36,intl_youth_n,hs_mcdonalds_aa,hs_jordan_brand,hs_hoop_summit,hs_recruit_rank_first,hs_recruit_rank_final,hs_recruit_rank_delta,hs_recruit_rank_points,hs_rsci_rank,pre_transferred,pre_redshirt,pre_medical_redshirt,pre_withdrew_previous_draft,pre_green_room_invite,pre_n_schools,cons_mock_consensus_rank,cons_mock_best_rank,cons_mock_n_sources,cons_bigboard_consensus_rank,med_n_injuries,med_n_surgeries,med_major_injury,med_red_flag,med_months_since_injury,scout_motor,scout_feel_iq,scout_shooting_mechanics,scout_athleticism,scout_defense,scout_size_for_position,scout_ball_skills,scout_upside,scout_floor,scout_character_concern,scout_injury_concern,scout_consistency_concern,scout_age_concern,scout_overall_tone,scout_n_reports,cs_spot_15ft_pct,cs_spot_college3_pct,cs_spot_nba3_pct,cs_spot_attempts,cs_offdrib_15ft_pct,cs_offdrib_college3_pct,cs_onmove_15ft_pct,cs_onmove_college_pct,txt_has_report,txt_words,y_early_war,y_early_war_log,y_redraft_rank,y_early_tier,y_early_tier_code,y_career_tier,y_draft_outcome,y_second_contract_aav,y_earnings_first5,y_all_star_selections,y_minutes_5yr,y_games_5yr,y_allstar_5yr,y_nba_seasons_total,y_s1_minutes,y_s1_war,y_s1_impact,y_s1_pts36,y_s1_tier_code,y_s2_minutes,y_s2_war,y_s2_impact,y_s2_pts36,y_s2_tier_code,y_s3_minutes,y_s3_war,y_s3_impact,y_s3_pts36,y_s3_tier_code,y_s4_minutes,y_s4_war,y_s4_impact,y_s4_pts36,y_s4_tier_code,y_s5_minutes,y_s5_war,y_s5_impact,y_s5_pts36,y_s5_tier_code,intl_lg_adj_pts36,intl_lg_strength,intl_prev_pts36,intl_season_gap,intl_src,intl_two_minutes,intl_two_pts36,col_basic_fill,bio_measure_src
P572a4194e6,2005,1,0,college_2008plus,F,83.0,237.0,4.0,20.84,81.0,236.6,84.25,109.0,,,,26.0,31.0,10.86,3.3,11.0,3.25,1,20.68,31.0,26.6,18.37894736842105,11.219548872180448,1.7458646616541351,0.8796992481203008,2.4902255639097746,24.6,57.4,53.1,9.6,15.0,9.1,20.1,1.3,6.1,0.0393442622950819,0.462,0.688,,0.522,,,,,,,,,,,,,,,0.0,0.133,1.0,,0.0,,,,,,,,,86.0,54.0,27.0,92.0,69.0,69.0,0.525,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.58,8.29,1.29,0.65,1.84,2005.0,2.0,2.0,824.6,,,,,,,1.0,,0.673,1.121,-0.525,-0.826,1.847,1.066,-1.146,1.612,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,16.0,18.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,1.0,,0.0,0.0,0.0,0.0,,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,236.0,4.838280824,1.7644,24.0,starter_track,3.0,role_player,met_expectations,8060000.0,17561810.0,0.0,9117.0,352.0,0.0,11,2361.0,3.015465836,-0.247404216,17.6,1.0,984.0,0.870156695,-1.021012007,18.3,1.0,1829.0,-1.920467431,-4.805996989,19.1,0.0,2095.0,3.110457196,0.148832028,23.5,2.0,1848.0,-0.237331472,-2.999875062,20.5,0.0,,,,,0.0,,,0.0,1.0
Pcb4360a784,2005,1,0,college_2008plus,F,81.0,255.0,4.0,21.79,78.5,255.4,87.5,109.0,,,,28.0,31.0,11.94,3.45,21.0,9.0,1,21.63,32.0,36.4,22.371428571428574,9.642857142857142,1.3252747252747257,0.553846153846154,2.314285714285714,,67.7,59.8,8.1,15.2,10.3,16.6,0.9,6.8,0.1130653266331658,0.7809999999999999,0.797,0.4,0.598,,,,,,,,,,,,,,,0.0,0.182,,,0.0,,,,,,,,,,42.0,11.0,95.0,83.0,99.0,0.58,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.62,9.75,1.34,0.56,2.34,2005.0,3.0,3.0,1164.8,,,,,,,1.0,,2.296,,-0.728,-1.275,2.149,1.419,-0.841,2.637,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,57.0,51.0,-6.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,1.0,,0.0,0.0,0.0,0.0,,4.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,739.0,-1.398663116,0.0,84.0,bust_track,1.0,fringe,bust,884881.0,10209424.0,0.0,2781.0,223.0,0.0,6,1031.0,-0.608247919,-3.902607085,18.2,0.0,760.0,-0.497841843,-4.001263148,18.330263157894738,0.0,305.0,-0.150482539,-3.71727529,20.3,0.0,215.0,0.060115715,-2.024936971,21.608372093023256,0.0,470.0,-0.20220653,-3.58947476,17.1,0.0,,,,,0.0,,,0.0,1.0
P5afd5b991d,2005,1,0,college_2008plus,G,75.0,202.0,2.0,21.0,73.75,202.4,78.25,98.0,,,,30.0,35.0,10.83,3.25,15.0,4.5,1,20.84,39.0,34.2,13.199999999999998,3.831578947368421,7.126315789473683,1.0210526315789472,0.2210526315789473,22.2,53.9,51.6,35.6,19.1,1.1,11.9,1.7,0.7,0.4549878345498783,0.2339999999999999,0.677,0.364,0.491,,,,,,,,,,,,,,,0.0,0.171,3.0,,0.0,,,,,,,,,,,,,,,0.517,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.54,3.64,6.77,0.97,0.21,2005.0,3.0,3.0,1333.8000000000002,,,,,,,1.0,,0.122,0.626,2.997,-0.377,-0.485,-1.289,0.574,0.282,25.2,19.04,8.0,189.0,23.625,12.761904761904765,4.9523809523809526,7.238095238095238,0.7619047619047619,0.1904761904761904,15.824761904761903,47.1,44.85294117647059,,,,,0.5735294117647058,0.1029411764705882,0.8571428571428571,0.282051282051282,10.0,1.0,1.0,1.0,1.0,12.761904761904765,1.0,0,0,0,43.0,48.0,5.0,4.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,,0.0,0.0,0.0,0.0,,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,,,,,1,236.0,47.765493533,3.7136,2.0,star_track,4.0,star,exceeded_expectations,17177795.0,28640429.0,3.0,13623.0,386.0,1.0,12,2307.0,1.109658936,-1.808524022,15.3,0.0,2950.0,10.57487926,2.96030786,17.3,4.0,3059.0,13.40467184,4.602508214,19.5,5.0,2505.0,8.862529687,3.665393402,20.4,4.0,2802.0,13.81375381,5.698405158,19.4,5.0,3.8286,0.3,,2.0,0.0,,,0.0,1.0
Pff47b96114,2005,1,0,other,C,84.0,285.0,6.0,17.66,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,10.962853905,2.4818,13.0,starter_track,3.0,starter,met_expectations,16889000.0,21387258.0,1.0,6562.0,278.0,0.0,8,338.0,-0.701041165,-6.778456288,8.7,0.0,1793.0,0.632821945,-2.079421345,13.7,0.0,1008.0,3.082933516,3.295009549,17.2,3.0,1446.0,3.242743422,0.721590042,18.9,2.0,1977.0,4.705396187,0.89653063,19.2,2.0,,,,,0.0,,,0.0,0.0
P2f15d5867f,2005,1,0,international,F,81.0,203.0,4.0,18.14,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,21.8,18.18,8.0,265.0,33.125,17.660377358490567,8.150943396226415,2.581132075471698,2.309433962264151,0.2716981132075471,17.714716981132078,61.1,56.59340659340659,,,,,0.5384615384615384,0.3846153846153846,0.7714285714285715,0.3877551020408163,18.375,4.0,1.0,3.0,4.0,14.908359899796936,3.0,0,0,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,-0.087248818,0.0,63.0,bust_track,1.0,cup_of_coffee,bust,,3536760.0,0.0,168.0,34.0,0.0,2,127.0,-0.09166673,-4.165227351,8.3,0.0,41.0,0.004417912,-2.538812338,11.6,0.0,,,,,,,,,,,,,,,,17.6604,1.0,,0.0,0.0,,,0.0,0.0
P8a3b7b6860,2005,1,0,college_2008plus,F/C,81.0,259.0,5.0,21.22,79.0,258.8,85.25,105.0,,,,30.0,33.0,11.04,3.29,12.0,6.25,1,21.07,37.0,26.9,23.40669144981413,14.359851301115244,2.2483271375464686,1.5524163568773233,1.3784386617100373,27.1,63.1,56.7,11.8,14.8,14.5,26.0,2.2,3.6,0.0074626865671641,0.627,0.758,,0.571,,,,,,,,,,,,,,,0.0,0.134,1.0,,0.0,,,,,,,,,98.0,88.0,88.0,43.0,98.0,93.0,0.535,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.49,10.73,1.68,1.16,1.03,2005.0,3.0,3.0,995.3,,,,,,,1.0,,1.572,1.637,-0.227,0.184,0.767,2.655,-1.278,2.903,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,12.0,9.0,-3.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,19.0,1.0,,0.0,0.0,0.0,0.0,,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.5,1.0,,,,0.0,,,,,1,303.0,0.120567984,0.1138,50.0,bust_track,1.0,fringe,bust,884881.0,8768068.0,0.0,1868.0,119.0,0.0,4,398.0,-0.005371485,-2.776332535,18.3,0.0,838.0,1.02832272,-0.339801565,19.4,1.0,301.0,-0.821110684,-8.092259631,12.6,0.0,331.0,-0.081272567,-3.228184547,14.2,0.0,,,,,,,,,,0.0,,,0.0,1.0
P9f246cdbe1,2005,1,0,college_2008plus,G,76.0,201.0,2.0,20.75,74.75,201.0,82.75,103.5,,,,32.5,34.5,10.39,3.11,15.0,8.0,1,20.59,33.0,26.2,21.98473282442748,4.122137404580153,3.668702290076336,1.7862595419847331,0.9206106870229008,25.4,61.5,58.4,18.6,12.3,3.3,8.3,2.6,2.4,0.4491978609625668,0.337,0.722,0.423,0.544,,,,,,,,,,,,,,,4.0,0.117,2.0,,0.0,,,,,,,,,,,,,,,0.562,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,2.67,1.3,0.67,2005.0,3.0,3.0,864.6,,,,,,,1.0,,1.319,1.286,0.694,0.632,0.249,-0.642,0.55,2.538,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,15.0,1.0,,0.0,0.0,0.0,0.0,,4.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.5,1.0,,,,0.0,,,,,1,343.0,3.918317411,1.593,29.0,starter_track,3.0,role_player,bust,,7581406.0,0.0,5037.0,249.0,0.0,4,1362.0,0.466177339,-2.085974248,18.7,0.0,554.0,-0.005230781,-2.768237067,13.1,0.0,2020.0,3.103314427,0.234778418,21.6,2.0,1101.0,0.354056426,-2.089223932,19.50681198910081,0.0,,,,,,,,,,0.0,,,0.0,1.0
Pf4d4553b6f,2005,1,0,college_2008plus,G/F,79.0,203.0,3.0,21.38,77.25,202.6,80.75,104.5,,,,26.5,29.5,11.45,3.41,12.0,3.5,1,21.23,31.0,35.0,18.349714285714285,6.140571428571429,2.2937142857142856,1.193142857142857,0.7302857142857143,,62.0,59.4,14.0,12.7,4.2,12.9,1.9,2.3,0.412987012987013,0.361,0.691,0.447,0.54,,,,,,,,,,,,,,,0.0,0.175,,,0.0,,,,,,,,,,84.0,60.0,57.0,12.0,92.0,0.555,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84,5.97,2.23,1.16,0.71,2005.0,3.0,3.0,1085.0,,,,,,,1.0,,1.398,,0.071,-0.153,0.206,-0.377,0.4,1.605,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,18.0,18.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0,,-1.530513119,0.0,85.0,bust_track,1.0,role_player,met_expectations,2110550.0,8623430.0,0.0,5683.0,290.0,0.0,6,370.0,-0.87932538,-7.252147346,7.6,0.0,1137.0,-0.614206406,-3.688849304,9.8,0.0,1232.0,-0.337695422,-3.266551145,11.2,0.0,1552.0,0.103205917,-2.6478690890000003,12.0,0.0,1392.0,0.197508172,-2.473055667,12.1,0.0,,,,,0.0,,,0.0,1.0
Pc295aab61a,2005,1,0,college_2008plus,F,79.0,217.0,4.0,23.04,77.25,216.6,80.0,104.0,,,,30.0,36.0,10.62,3.05,26.0,2.75,1,22.89,33.0,30.6,20.85882352941176,7.270588235294118,2.3882352941176466,1.0705882352941176,0.1764705882352941,,63.9,56.3,13.5,14.6,5.1,17.5,1.7,0.5,0.1447368421052631,0.466,0.887,0.473,0.538,,,,,,,,,,,,,,,0.0,0.153,,,0.0,,,,,,,,,,81.0,48.0,8.0,19.0,95.0,0.646,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.73,6.18,2.03,0.91,0.15,2005.0,2.0,2.0,1009.8,,,,,,,1.0,,1.698,,0.004,-0.377,-0.572,-0.112,-0.71,2.249,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,1.0,,0.0,0.0,0.0,0.0,,4.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,0.5,1.0,,,,0.0,,,,,1,287.0,-1.141182718,0.0,82.0,bust_track,1.0,role_player,met_expectations,992680.0,7811505.0,0.0,5531.0,338.0,0.0,6,1581.0,-1.346562843,-4.406222127,13.300000000000002,0.0,1319.0,0.55287083,-1.969534429,14.8,0.0,331.0,-0.38136797,-4.981553837,16.6,0.0,1541.0,0.104674858,-2.617151778,15.199999999999998,0.0,759.0,-0.070797593,-2.937120041,13.3,0.0,,,,,0.0,,,0.0,1.0
P81f3558def,2005,1,0,other,G/F,79.0,192.0,3.0,19.41,78.0,192.0,81.75,104.0,,,,31.5,39.0,11.2,3.21,7.0,3.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,1.0,,0.0,0.0,0.0,0.0,,2.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0,0.5,1.0,,,,0.0,,,,,1,475.0,-1.1234403670000002,0.0,81.0,bust_track,1.0,role_player,met_expectations,3500000.0,4895957.0,0.0,3673.0,212.0,0.0,12,374.0,0.211564568,-1.646213532,17.4,0.0,1780.0,-1.127759908,-3.984630571,18.5,0.0,362.0,-0.428875018,-5.020690064,16.582872928176794,0.0,376.0,-0.573086355,-5.470404403000001,20.8,0.0,781.0,0.794716346,-0.771243199,20.5,1.0,,,,,0.0,,,0.0,1.0
P959d20dcac,2005,1,0,college_2008plus,G,79.0,202.0,2.0,21.6,78.0,202.2,84.5,107.5,,,,24.5,29.0,10.89,3.18,14.0,6.5,1,21.45,34.0,34.6,17.65664739884393,6.8878612716763,4.952601156069364,1.467052023121387,0.7387283236994219,,56.4,51.0,30.3,13.2,9.4,14.5,2.3,2.6,0.1375,0.632,0.668,0.255,0.53,,,,,,,,,,,,,,,1.0,0.168,,,0.0,,,,,,,,,,,,,,,0.479,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.97,6.62,4.76,1.41,0.71,2005.0,4.0,4.0,1176.4,,,,,,,1.0,,0.516,,2.279,0.296,0.335,1.154,-0.74,1.427,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,6.0,7.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,32.0,1.0,,0.0,0.0,0.0,0.0,,5.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,0.0,,,,,1,266.0,0.0103473879999999,0.0103,56.0,bust_track,1.0,cup_of_coffee,bust,,2383560.0,0.0,98.0,23.0,0.0,2,33.0,-0.086618631,-7.767051591,15.1,0.0,65.0,0.096966019,0.3677437269999999,8.8,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
P9cbbbfe0cc,2005,1,0,college_2008plus,G,69.0,181.0,2.0,21.07,67.75,181.0,73.0,91.5,6.7,,,35.5,43.5,10.75,2.96,13.0,5.25,1,20.91,35.0,30.8,19.16883116883117,4.511688311688311,5.306493506493506,2.033766233766234,0.1987012987012987,22.7,59.5,53.9,24.1,11.1,5.0,7.1,3.0,0.5,0.396551724137931,0.429,0.782,0.385,0.514,,,,,,,,,,,,,,,0.0,0.154,3.0,,0.0,,,,,,,,,,,,,,,0.577,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,3.86,4.54,1.74,0.17,2005.0,3.0,3.0,1078.0,,,,,,,1.0,,1.004,0.729,1.439,1.081,-0.572,-0.141,0.332,1.815,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,39.0,39.0,1.0,,0.0,0.0,0.0,0.0,,5.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,0.0,,,,,1,280.0,14.622766826,2.7487,10.0,starter_track,3.0,starter,steal,5483307.0,9576499.0,0.0,8107.0,338.0,0.0,11,1544.0,1.803449826,-0.478423031,17.2,1.0,1356.0,2.371465282,0.653444841,18.9,2.0,1883.0,2.787170854,0.133333992,19.0,2.0,2209.0,5.888584871,2.452876259,21.4,3.0,1115.0,1.772095993,-0.0672202199999999,19.60367713004484,1.0,,,,,0.0,,,0.0,1.0
Pa4dad52ff4,2005,1,0,college_2008plus,G,75.0,198.0,2.0,21.66,74.5,197.6,79.5,100.0,,,,26.0,28.5,10.87,3.24,5.0,5.0,1,21.51,32.0,33.7,16.589910979228485,5.170326409495549,4.839169139465875,1.9335311572700296,0.0961424332344213,,65.1,58.6,26.3,18.9,0.7,13.7,3.1,0.3,0.3260188087774294,0.445,0.866,0.442,0.549,,,,,,,,,,,,,,,0.0,0.168,,,0.0,,,,,,,,,,,,,,,0.636,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53,4.84,4.53,1.81,0.09,2005.0,3.0,3.0,1078.4,,,,,,,1.0,,1.887,,1.737,1.193,-0.658,-1.407,0.04,1.153,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,25.0,25.0,1.0,,0.0,0.0,0.0,0.0,,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,311.0,11.351287523,2.5138,12.0,starter_track,3.0,starter,steal,5400000.0,6502623.0,0.0,11438.0,404.0,0.0,13,1599.0,-0.828290098,-3.764818346,13.5,0.0,2651.0,3.543558401,-0.127846145,14.5,1.0,2229.0,1.620398977,-1.322722914,15.0,1.0,2716.0,3.641397127,-0.115755344,14.8,1.0,2243.0,3.374223116,0.20982089,16.1,2.0,,,,,0.0,,,0.0,1.0
P311b5f6b41,2005,1,0,college_2008plus,G/F,79.0,190.0,3.0,23.48,77.75,189.6,82.75,103.0,,,,27.5,31.5,10.63,3.33,5.0,5.0,0,23.33,38.0,31.7,17.78422712933754,4.72429022082019,4.417665615141956,1.9419558359621447,1.6694006309148266,24.1,59.1,52.0,24.3,14.9,3.4,8.9,3.1,5.6,0.4532710280373832,0.4,0.877,0.366,0.496,,,,,,,,,,,,,,,0.0,0.158,1.0,,0.0,,,,,,,,,84.0,100.0,95.0,89.0,5.0,80.0,0.618,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66,4.16,3.89,1.71,1.47,2005.0,3.0,3.0,1204.6,,,,,,,1.0,,0.941,1.018,1.466,1.193,1.631,-0.612,0.566,1.459,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,67.0,70.0,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.0,,0.0,0.0,0.0,0.0,,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,305.0,8.512884847,2.2526,18.0,starter_track,3.0,starter,met_expectations,6100000.0,11061254.0,0.0,7357.0,315.0,0.0,10,1301.0,0.805988136,-1.586873965,11.3,0.0,1410.0,2.129635944,0.1929658999999999,12.8,2.0,2096.0,3.470033497,0.473551405,17.6,2.0,1975.0,1.531031554,-1.233639556,15.9,1.0,575.0,0.576195716,-0.781488437,13.5,1.0,,,,,0.0,,,0.0,1.0
P6f59c256f3,2005,1,0,college_2008plus,G,75.0,179.0,2.0,22.58,74.0,178.8,77.25,98.5,,,,31.5,38.5,11.12,3.21,14.0,3.25,1,22.43,39.0,33.5,17.140298507462685,4.266268656716418,4.137313432835821,1.848358208955224,0.2471641791044776,23.2,61.5,58.9,21.9,11.7,2.2,12.1,3.1,0.8,0.6125541125541125,0.214,0.788,0.41,0.547,,,,,,,,,,,,,,,0.0,0.168,1.0,,0.0,,,,,,,,,,,,,,,0.593,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95,3.97,3.85,1.72,0.23,2005.0,4.0,4.0,1306.5,,,,,,,1.0,,1.319,0.832,1.141,1.193,-0.442,-0.965,1.225,1.294,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,30.0,30.0,1.0,,0.0,0.0,0.0,0.0,,5.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.2,1.0,,,,0.0,,,,,1,296.0,10.524786102,2.4445,14.0,starter_track,3.0,role_player,met_expectations,992680.0,5993659.0,0.0,7211.0,312.0,0.0,6,2310.0,4.912787323,1.408604169,12.5,3.0,2211.0,3.049897776,-0.188144884,15.7,1.0,1379.0,2.72470287,1.031816594,16.1,3.0,498.0,-0.265387779,-3.798514502,11.933734939759036,0.0,813.0,0.102785912,-2.502136204,16.3,0.0,,,,,0.0,,,0.0,1.0
